ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
3011641878605040,Gustavo Cunha de Araújo,Araújo,"ARAÚJO, G. C.;Araújo, G. C.;Araújo, GC;Araújo, Gustavo Cunha;Araújo, Gustavo C.;Araújo, Gustavo Cunha de;ARAÚJO, GUSTAVO CUNHA;ARAÚJO, GUSTAVO C.;ARAÚJO, GUSTAVO CUNHA DE;ARAÚJO, G.C. de;ARAÚJO, GC;ARAUJO, G.C.;ARAÚJO, Gustavo Cunha de;ARAÚJO, Gustavo Cunha;Araujo, Gustavo Cunha;ARAUJO, Gustavo Cunha;GC Araujo;GC ARAUJO;Gustavo C Araujo;GUSTAVO C ARAUJO;GC DE ARAUJO;GC de Araujo;De Araújo, Gustavo Cunha;De Araújo, G. C.;de Araújo, Gustavo Cunha;de Araújo, G. C.;de Araújo, G.C.;DE ARAÚJO, G.C.;DE ARAÚJO, GUSTAVO CUNHA;Cunha, G.;CUNHA DE ARAÚJO, GUSTAVO;de Araujo G.C;de Araujo G.C.;DE ARAUJO G.C.;GUSTAVO CUNHA DE ARAUJO;Gustavo Cunha de Araujo;Araújo, G.C.D.;ARAUJO, G.C.D.;Cunha de Araujo G;Cunha de Araujo G.;Cunha de Araújo, G.;ARAUJO, GUSTAVO CUNHA DE;de Araújo, Gustavo Cunha de Araújo, Gustavo Cunha;Cunha de Araújo, Gustavo;Cunha de Araujo, Gustavo",Uberlândia,MG,"Doutor em Educação pela UNESP. Mestre em Educação pela UFMT. Licenciado em Educação Artística com Habilitação em Artes Plásticas (Artes Visuais) pela UFU. Tem experiência na área de Educação, com ênfase em Arte/Educação, atuando principalmente nos seguintes temas: Artes Visuais, Ensino de Arte, Educação de Jovens e Adultos, História em Quadrinhos, Teoria Histórico-Cultural e Letramento Estético. É professor adjunto na Universidade Federal do Tocantins - UFT (OBS. campus de Araguaína e Tocantinópolis estão em processo de transição para a Universidade Federal do Norte do Tocantins - UFNT) no curso de Licenciatura em Educação do Campo (códigos e linguagens: Artes e Música). Foi membro do CTC (Comitê Técnico Científico) e do CEP (Comitê de Ética e Pesquisa) da UFT. É professor credenciado no Programa de Pós-Graduação Profissional em Educação (PPPGE/UFT) e no Programa de Pós-Graduação Profissional em Artes (ProfArtes UFU - https://www.udesc.br/ceart/profartes/docentes/ufu). É ganhador do Prêmio Nacional Editor do Futuro 2019 da ABEC (Associação Brasileira de Editores Científicos), e ganhador do Prêmio Hilton Japiassú de Excelência em Pesquisa (2019), na categoria Jovem Pesquisador da UFT. É fundador e Editor-Chefe da Revista Brasileira de Educação do Campo. É Editor Assistente das revistas internacionais Cogent Education e Cogent Arts and Humanities (ambas da Taylor &amp; Francis). É sócio da ANPED (Associação Nacional de Pós-Graduação e Pesquisa em Educação), da SBPC (Sociedade Brasileira para o Progresso da Ciência), da FAEB (Federação de Arte/Educadores do Brasil), da ABEC (Associação Brasileira de Editores Científicos) e líder do Grupo de Pesquisa em Artes Visuais e Educação - GPAVE/CNPq.",19-07-2022,Universidade Federal do Tocantins,https://orcid.org/0000-0002-1996-5959
3089944755374031,Daniella de Aguiar,Aguiar,"AGUIAR, Daniella;Aguiar, Daniella de",São Paulo,SP,"Professora do bacharelado em Dança e do Programa de Pós-Graduação em Artes Cênicas da Universidade Federal de Uberlândia, onde também coordena o Grupo de Pesquisa Dramaturgias Plurais com Cláudia Góes Müller. Realizou pós-doutorado com bolsa da CAPES (2013-2015) no Programa de Pós-Graduação em Letras - Estudos Literários, Universidade Federal de Juiz de Fora, com pesquisa sobre as relações entre Dança, Literatura e outras Artes. É doutora em Literatura Comparada pelo Programa de Pós-Graduação em Letras da Universidade do Estado do Rio de Janeiro (2013), com período sanduíche (bolsa CAPES) na Indiana University - Bloomington com supervisão de Claus Clüver, mestre pelo Programa de Pós-Graduação em Dança da Universidade Federal da Bahia-UFBA (2008), especialista em Estudos Contemporâneos em Dança pela UFBA (2005) e graduada (bacharelado e licenciatura) em Dança e Movimento pela Universidade Anhembi Morumbi (2004). Seu interesse principal de pesquisa está relacionado às dramaturgias na dança, através das perspectivas teóricas, artísticas e pedagógicas, bem como as relações de criação entre diferentes artes e o desenvolvimento de procedimentos e ferramentas de criação. &amp;#10;daniella.aguiar@ufu.br&amp;#10;https://www.researchgate.net/profile/Daniella_Aguiar",22-07-2022,Universidade Federal de Uberlândia,https://orcid.org/0000-0001-8383-0787
3190829168283062,Ricardo Carlos Gomes,Gomes,"GOMES, R.",Rio de Janeiro,RJ,"Bacharel em Artes Cênicas (habilitação em Interpretação Teatral) pela UNIRIO - Universidade Federal do Estado do Rio de Janeiro (1987), Mestre em Teatro pela UNIRIO - Universidade Federal do Estado do Rio de Janeiro (2000) e Doutor em História, Teoria e Técnica do Teatro e do Espetáculo pela Università degli Studi di Roma &amp;quot;La Sapienza&amp;quot; (2007).&amp;#10;De 1989 a 1994 trabalha como ator  no Teatro Tascabile di Bergamo, um dos grupos históricos do teatro italiano. Atua em diversos espetáculos do repertório do grupo e adquire experiência em todas as áreas da produção teatral, de acordo com o espírito de auto-gestão e trabalho cooperativo do Teatro de Grupo. De 2003 a 2007 trabalha como colaborador (ator, diretor e pesquisador) deste mesmo grupo.&amp;#10;Desde 1996 é membro fundador do Teatro Diadokai, do qual é diretor artístico.&amp;#10;Desde 2000 é membro fundador da CASA - Cooperativa de Artistas Autônomos.&amp;#10;Desde 2008 é Professor Adjunto de Interpretação Teatral no DEART - Departamento de Artes Cênicas do IFAC - Instituto de Filosofia, Arte e Cultura da UFOP - Universidade Federal de Ouro Preto (MG), onde coordena o Núcleo de Pesquisa sobre a Arte do Ator entre Oriente e Ocidente e o Grupo Mambembe de Teatro e Música Itinerante.&amp;#10;Tem experiência internacional na área de Artes, com ênfase em Teatro, tendo atuado como ator e/ou diretor em diversos países das Américas (Brasil, Argentina, Bolívia, Estados Unidos e México), da Europa (Itália, França, Espanha, Áustria, Alemanha, Polônia, Mônaco e Dinamarca) e da Ásia (Índia e China), participando de numerosos festivais internacionais.&amp;#10;Atua principalmente nos seguintes temas: Teatro, Antropologia Teatral, Trabalho do Ator, Teatro de Rua, Teatro Oriental e Teatro-dança Clássico Indiano.",12-02-2022,Universidade Federal de Ouro Preto,https://orcid.org/0000-0002-8778-9598
3266759891135746,Daniel Santos Costa,Costa,"COSTA, Daniel. S.;COSTA, DANIEL SANTOS;COSTA, DANIEL;SANTOS COSTA, DANIEL",Santa Vitória,MG,"Docente na Universidade Federal de Uberlândia ? Escola de Educação Básica (ESEBA-UFU). Doutor em Artes Cênicas (USP), Mestre em Artes da Cena (Unicamp), Bacharel em Dança e Licenciado em Artes ? Dança pela Universidade Estadual de Campinas (Unicamp) e com formação pedagógica em Pedagogia e Teatro. Cursa 2ª Licenciatura em Educação Especial (UFSCar, 2021-2023). Possui especialização na área de Educação Inclusiva. É docente colaborador do Mestrado Profissional em Artes ? ProfArtes e do Mestrado em Artes Cênicas (PPGAC/IARTE/UFU).  Tem experiência na educação superior e educação básica a atua na pesquisa em articulação com os seguintes temas: corpo, memória, oralidade, cultura e história africano-brasileira e indígena. Venho articulando processos de criação na encruzilhada entre dança e o teatro, autobiografia e coletividades, histórias de vida e movimentos sociais provocando ideias de festas performativas que consolidam a produção de conhecimento por meio do corpo, das experiências e no posicionamento crítico que suleiam possibilidades, f(r)estas e fissuras nos processos artísticos e pedagógicos numa intrínseca relação entre arte e vida.",19-06-2022,,https://orcid.org/0000-0003-3733-471X
3268304397002139,Maurício Tadeu dos Santos Orosco,Orosco,"OROSCO, M. T. S.;OROSCO, MAURÍCIO",Presidente Prudente,SP,"É professor de violão do Instituto de Artes da Universidade Federal de Uberlândia desde 2003, tendo lecionado também na Universidade Federal do Mato Grosso do Sul, em 2004. &amp;#10;Doutor em Música pela Universidade de São Paulo, cursou também nesta instituição o Mestrado em Artes (Musicologia) entre 1999 e 2001 e o Bacharelado em Instrumento (violão), entre 1993 e 1996. &amp;#10;Sua tese de doutorado apresenta uma proposta de edição crítica do Concerto para violão e orquestra de Francisco Mignone a partir das sugestões de Sérgio Abreu para a parte solística e do confronto entre as fontes primárias da obra. Sua dissertação abordou as composições de Isaias Sávio, analisando este repertório e gravando parte representativa em CD não comercial financiado pela FAPESP.  &amp;#10;Tem experiência em performance e didática no violão, análise e revisão crítica de repertório para performance, música de câmara com formações variadas com violão, arranjo e composição. Seu CD Maurício Orosco - Da Própria Lavra - Volume 1 apresenta uma síntese de sua produção para violão solo e música de câmara com violão até 2010. Seu crescente repertório autoral tem sido interpretado por diversos violonistas bem como estudado no meio acadêmico. &amp;#10;É integrante do Quarteto de Violões Goyazes, conciliando performance como solista e/ou camerista nos mais diversos eventos artísticos, científicos e em projetos sociais. Atua também no Mestrado em Música do Curso de Música da Universidade Federal de Uberlândia, na linha de pesquisa Processos Analíticos, Criativos, Interpretativos e Historiográficos em música, orientando alunos e publicando artigos dentro do eixo temático da revisão crítica para performance e música brasileira para violão. &amp;#10;Atualmente, no período 2019-2020, encontra-se afastado para cursar seu Pós-doutorado na University of Florida, cuja tema aborda a obra do violonista e compositor Francisco Araújo. Este estudo prevê a seleção e revisão de parte das obras de Araújo visando publicações de partituras e de artigos científicos sobre os processos de revisão, bem como gravações das versões finais.",12-04-2022,Universidade Federal de Uberlândia,
3599603278609656,Rosvita Kolb Bernardes,Bernardes,"BERNARDES, R. K.;KOLB, R.;BERNARDES, ROSVITA KOLB",Curitiba,PR,"Professora da Escola de Belas Artes da Universidade Federal de Minas Gerais. Doutora em Educação pela Universidade Estadual de Campinas (UNICAMP - 2011). Licenciada em Desenho e Plástica pelo Centro Universitário Feevale (1979), Especialização em Arte-Educação pela USP (1987). Obteve o título de Mestre em Educação pela Pontifícia Universidade Católica de São Paulo (1991). Lecionou Arte no Ensino Fundamental de 1978 a 2013. Foi professora do curso de Estilismo e Moda da Universidade Federal de Minas Gerais (UFMG) de 1993 a 2005. Lecionou no ensino superior privado em diversas instituições. Entre 2006 e 2016 foi professora do Ensino Superior da Universidade do Estado de Minas Gerais (UEMG) Escola Guignard, onde lecionou para cursos de graduação e pós-graduação. É assessora das proposições curriculares  da educação infantil da Prefeitura de Belo Horizonte. Tem experiência na área de ensino de Arte e Educação, atuando principalmente nos seguintes temas: formação de professores, educação infantil e fundamental, educação estética, narrativas de formação, abordagem autobiográfica, história de vida. Cooperação com a Hochschule fur Musik und Theater Rostock/Alemanha.",16-04-2022,Universidade Federal de Minas Gerais,
3610378006356240,Mônica Pedrosa de Pádua,Pádua,"PEDROSA, Mônica;PÁDUA, Mônica Pedrosa de",Belo Horizonte,MG,"Graduada em Canto pela Universidade Federal de Minas Gerais (1986). Mestre em Canto pela Manhattan School Of Music (1989). Doutora em Letras / Literatura Comparada pela Faculdade de Letras da UFMG (2009). Realizou Pós-doutorado como Professora Visitante na Universidade da Califórnia, Riverside, como bolsista do Programa Capes/PrInt (2021-2022). É professora associada da Escola de Música da UFMG. Foi Diretora dessa Instituição na gestão 2014-2018. Atua na linha de pesquisa Performance Musical do programa de Pós-graduação em Música. É coordenadora do Grupo de Pesquisa Resgate da Canção Brasileira inscrito no diretório de pesquisa do CNPq em 2003. Desenvolve os seguintes projetos de pesquisa: ?A canção brasileira de câmara? - localização de partituras, catalogação, análise, divulgação, edições de partituras, registro sonoro; ?Estudos da Canção de Câmara Brasileira para Canto e Violão? - análise, performance, transcrição, registro sonoro, dicção em português; ?Voz: Sonologia e Performance? - estudo da voz como material acústico em sua vinculação com as produções e atividades musicais, estudos sobre o Português brasileiro cantado. Elaborou, juntamente com pesquisadores brasileiros da área de Canto, a Tabela Fonética do Português Brasileiro Cantado. Em sua pesquisa de Doutorado estudou as interrelações entre música e poesia nas canções de câmara de Lorenzo Fernandes, quando desenvolveu teorias sobre imagética musical com base na semiologia da música. Participou da comissão encarregada de elaborar proposta do Plano de Cultura da UFMG, atendendo a convocação do Edital Mais Cultura nas Universidades, do Minc e MEC. Foi co-coordenadora do Projeto Plano de Cultura da UFMG e integrante do comité executivo do Fórum UFMG de Cultura. Atua regularmente como cantora em música de câmara e concertos com orquestra como o Requiem de Brahms, o Requiem de Mozart e a Missa Brevis de Beethoven.",16-05-2022,Universidade Federal de Minas Gerais,
3627117545793761,Jose Eduardo De Paula,Paula,"De PAULA, J. E.;De Paula, Eduardo",São Carlos,SP,"Eduardo De Paula (José Eduardo De Paula): professor de teatro, diretor e ator. Pós-doutor (Dipartimento delle Arti, Università di Bologna - DARvipem/UNIBO, Itália; 2018-2019), Doutor (2015), Mestre (2011) e Bacharel (1998) com Habilitação em Interpretação Teatral, ambos em Artes Cênicas (Escola de Comunicações e Artes, Universidade de São Paulo ; ECA/USP). É professor adjunto na Universidade Federal de Uberlândia, onde atua no Programa de Pós-Graduação em Artes Cênicas (PPGAC) e no Curso de Teatro, Instituto de Artes (IARTE/UFU). As pesquisas vinculam-se a processos experimentais de preparação e criação do ator e da cena teatral e, nestes campos, concentram-se nos estudos sobre atuação, treinamento, jogo, presença, performatividade, teatralidade, encenação e cena contemporânea.",08-07-2022,Universidade Federal de Uberlândia,http://orcid.org/0000-0002-3688-8123
3726730187855170,Maria Clara Guimaraes Ferrer Carrilho,Carrilho,"CARRILHO, M. C. G. F.;Ferrer, Maria Clara",,,"Professora de Cenografia, Indumentária e História da Arte nos cursos de gradução e pós-graduação de Teatro da Universidade Federal de São João Del Rei. Possui doutorado em Etudes Théâtrales / Artes cênicas - Université Sorbonne Nouvelle - Paris 3 (2014). Tem experiência na área de Artes Cênicas, com ênfase em direç&amp;#257;o, cenografia e dramaturgias contemporâneas. Entre 2008 e 2015, lecionou na Université Sorbonne Nouvelle - Paris 3 e em 2015 na Universidade de Poitiers.&amp;#10;Em sua tese de doutorado dirigida por Joseph Danan, debruçou-se sobre a noção de &amp;quot;Cena-paisagem&amp;quot;. Nos úiltimos anos publicou diversos artigos em periodicos brasileiros e estrangeiros interessando-se por questões de composição e percepção do espaço cênico..&amp;#10;Buscando sempre aliar prática e teoria, criou em 2007 a companhia PlayGround com a qual  dirigiu, junto a artistas brasileiros e franceses, diversos espetáculos, estágios de formação e laboratórios de dramaturgia, jogos de composição cênica.&amp;#10;Em 2014, trabalhou como assistente de direção do Antônio Araújo no projeto « Dire ce qu?on ne pense pas dans des langues qu?on ne parle pas » criado na Bolsa de valores de Bruxelas, e depois no Hotel des Monnaies no Festival de Avignon.&amp;#10;É  tradutora de peças e livros de teatro, tendo traduzido peças de Copi, Jean-Luc Lagarce, Rodrigo de Roure e Newton Moreno. Realiza também traduç&amp;#333;es simultâneas em eventos teatrais.&amp;#10;Em 2016, dirige o espetáculo Motriz, apresentado em várias cidades do Brasil e no exterior (França e Itália). E em 2017, cria junto com um grupo de alunos do curso de teatro da UFSJ, O Jardim das Cerejeiras de A. Tchekhov. &amp;#10;Com o grupo e programa Caixa Preta (DEACE/UFSJ), fez a dramaturgia e direç&amp;#257;o dos espetáculos Espectador em cena (2018) e Levantes. Aç&amp;#333;es para estar sobre a terra (2019). Também em 2019, escreveu e dirigiu a peça Por vis&amp;#333;es, convidada pela Cia Passo a 2.&amp;#10;Foi coordenadora da área de Artes Cênicas do Inverno Cultural (UFSJ) nas ediç&amp;#333;es de 2018 e 2019.&amp;#10;Realizou, entre 2019 e 2020, pós-doutorado na Université Paris Nanterre com a supervis&amp;#257;o do professor Christophe Triau, com projeto intitulado:&amp;quot;Empreintes Photographiques sur les pratiques scéniques contemporaines&amp;quot; (Inscriç&amp;#333;es fotográficas no fazer da cena contemporânea).",23-05-2022,,
3827255304233580,Theresa Christina Barbosa de Medeiros,Medeiros,"MEDEIROS, Theresa;MEDEIROS, THERESA CHRISTINA BARBOSA DE",Umarizal,RN,"Professora Adjunta da Faculdade de Comunicação (FACOM) da Universidade Federal de Juiz de Fora, docente permanente do Programa de Pós-Graduação em Artes, Cultura e Linguagens - PPGALC/UFJF e do International Master in Cinema Studies - IMACS. Doutora em Comunicação pela Pontifícia Universidade Católica do Rio de Janeiro (2017), com período de estágio sanduíche na Università degli Studi Firenze (Itália/2015) pelo Programa de Doutorado Sanduíche no Exterior (PDSE/CAPES). Mestre pelo Programa de Pós-graduação em Estudos da Mídia, da Universidade Federal do Rio Grande do Norte (2011), com graduação em Comunicação Social - habilitação em Jornalismo, pela Universidade Federal do Rio Grande do Norte (2007). Possuí experiência docente em direção de arte e design visual, produção audiovisual, direção sonora e desenho de som. Tem como principais áreas de interesse: cinema, direção de arte, narrativa visual, memória, nostalgia, produção sonora. Foi uma das organizadoras do livro Nostalgias e memórias no tempo das mídias, publicado pelo Selo PPGCOM/UFJF e Editora Insular (2020). Atualmente é membro do grupo de pesquisa Comunicação, cidade e memória (UFJF/CNPq) e do Grupo de Pesquisa em conteúdos transmídia, convergência de culturas e telas - IAD/UFJF.",22-07-2022,,https://orcid.org/0000-0001-8872-6946
3912456509075556,Dirce Helena Benevides de Carvalho,Carvalho,"CARVALHO, D. H. B.;CARVALHO, Dirce Helena de;Dirce Helena de Carvalho;Dirce Helena Carvalho",São João da Boa Vista,SP,"Atriz/Diretora Teatral/Pesquisadora; Doutora em Educação pelo Programa de Pós-Graduação (FEUSP/USP); Mestra em Estética e História da Arte (USP, 2008); graduada em Licenciatura em Artes pela Universidade Católica de Campinas (PUCC - CAMPINAS); Graduada em Licenciatura em Artes Cênicas; &amp;#10;Formada pela Escola de Artes Dramática USP;&amp;#10;Formada pelo Conservatório Musical Campinas ? PUCC -instrumento piano. &amp;#10;Atualmente é professora adjunta do Curso de Teatro da Universidade Federal de Uberlândia, MG. &amp;#10;Professora do Programa de Pós Graduação em Artes Cênicas; Professora do Programa de Pós Graduação Mestrado Profissional/PROFARTES; &amp;#10;Membro Comitê Editorial Revista RASCUNHOS/UFU&amp;#10;Vice-líder do Grupo de Pesquisa Estudos e Investigações sobre Criação de Formação em Artes Cênicas(GEAC/Cnpq), desde 2020. &amp;#10;Coordenou o Mestrado Profissional em Artes PROFARTES/UFU de 2017 a 2019.&amp;#10;Experiência na área de Artes/Teatro, atuando nas subáreas: Pedagogia do Tetro ; Práticas teatrais (atuação; corpo-voz, performance text). Atualmente suas pesquisas e publicações são voltadas para a Cena Contemporânea com ênfase  no texto performativo  em procedimentos de criação.",30-06-2022,Universidade Federal de Uberlândia,https://orcid.org/0000-0002-1961-9351
3920027222039096,Maria Claudia Bonadio,Bonadio,"BONADIO, Maria Claudia;Bonadio, Maria Claudia",Sorocaba,SP,"Possui Bacharelado (1996), mestrado (2000) e doutorado em História pela Universidade Estadual de Campinas (2005). Realizou estágio pós-doutoral no Museu Paulista da Universidade de São Paulo (2014). É professora Associada da Universidade Federal de Juiz de Fora atuando no curso de Moda e no Programa de Pós-Graduação em Artes, Cultura e Linguagens.  É autora dos livros &amp;quot;Moda e Sociabilidade&amp;quot; (2007) e &amp;quot;Moda e Publicidade&amp;quot; (2014) - 2o. lugar na categoria trabalhos publicados do 29o. prêmio de design do Museu da Casa Brasileira e finalista do prêmio Jabuti e do Prêmio Cesgrario de Literatura . Coorganizou os seguintes livros &amp;quot;História e Cultura de Moda&amp;quot; (2011)  e &amp;quot;Histórias do Vestir Masculino&amp;quot; (2017). Tem textos publicados em revistas nacionais e internacionais como Fashion Theory e International Journal of Fashion Studies. Desde 2015 é  editora da dObra[s] , revista da Associação de Estudos e Pesquisas em Moda (Abepem). Coordenadora do Grupo de Pesquisa em História e Cultura de Moda do CNPq e curadora de conteúdo do perfil do Instagram @historiadamoda.ufjf",05-06-2022,Universidade Federal de Juiz de Fora,https://orcid.org/0000-0001-9704-9780
3987257122606257,Renata Cristina de Oliveira Maia Zago,Zago,"ZAGO, Renata Cristina de Oliveira Maia;ZAGO, R C O M;Zago, Renata;ZAGO - UNIVERSIDADE FEDERAL DE JUIZ DE FORA, RENATA CRISTINA DE OLIVEIRA MAIA",Jundiaí,SP,"Professora de História da Arte no Instituto de Artes e Design e professora permanente do programa de pós-graduação em Artes, Cultura e Linguagens da Universidade Federal de Juiz de Fora (UFJF). Atualmente é coordenadora do Programa de Pós-graduação em Artes, Cultura e Linguagens (PPG-ACL/UFJF). Possui graduação em Artes Plásticas pela Universidade Estadual de Campinas (licenciatura e bacharelado), Mestrado em Artes e Doutorado em Artes Visuais, ambos na linha de pesquisa História, Teoria e Crítica, defendidos no Instituto de Artes da Unicamp em 2007 e 2013, respectivamente. Tem experiência na área de Artes, com ênfase em História da Arte, atuando principalmente nos seguintes temas: História da arte contemporânea, Artes plásticas nos anos 1960-70, Exposições de arte contemporânea, Salões de Arte Contemporânea e Bienais de São Paulo. Foi bolsista do Programa Nacional de Pós-doutoramento da Capes no PPG-ACL na Universidade Federal de Juiz de Fora. É líder do grupo de pesquisa História da Arte como História das Exposições (CNPq).",11-07-2022,Universidade Federal de Juiz de Fora,https://orcid.org/0000-0002-2634-8406
4019293996292436,Marilia Lyra Bergamo,Bergamo,"BERGAMO, M. L.;Bergamo, Marília Lyra;BERGAMO, MARILIA LYRA",Brasília,DF,"Professora Adjunta do Departamento de Desenho da Escola de Belas Artes da Universidade Federal de Minas Gerais (UFMG). Sua pesquisa tem ênfase em Arte e Tecnologia, Sistemas Complexos e Design para mídias interativas, atuando principalmente nos seguintes temas: arte computacional e design digital.",29-03-2022,Universidade Federal de Minas Gerais,
4036174612294393,Mariana de Lima e Muniz,Muniz,"MUNIZ, M. L.;MUNIZ, Mariana;MUNIZ, Mariana Lima",Belo Horizonte,MG,"É atriz, diretora teatral e Professora Titular na Pós-graduação em e na Graduação em Teatro da UFMG. Fez o Pós-Doutorado na Universidad de Buenos Aires com Jorge Dubatti. É doutora em Teatro pela Universidad de Alcalá e graduada em Interpretação Gestual pela RESAD (Espanha). Trabalhou como diretora e/ou atriz com diversos coletivos: Grupo Galpão, Uma Companhia, Jogando no Quintal, Cia. Bárbara, Galpão Cine-Horto, Impromadrid e Toda Deseo. É autora do livro Improvisação como espetáculo (Editora UFMG); Coautora dos livros Arte de Perto (Leya), Rumos da Arte (SM) e #Novo Ensino Médio (Scipione) e Pedagogia das Artes Cênica I e II (CRV).  É criadora do FIMPRO - Festival Internacional de Improvisação e coordenadora pedagógica da Formação em Teatro Digital do Teatro em Movimento. Oferece oficinas, conferências e palestras sobre Teatro Digital e sobre Improvisação em diversas cidades do Brasil e no exterior.",23-12-2021,Universidade Federal de Minas Gerais,https://orcid.org/0000-0003-3807-5860
4084691524228805,José Soares de Deus,Deus,"SOARES, J.",Montes Claros,MG,"É Bacharel em Música (1993) pelo Conservatório Brasileiro de Música ? RJ. Especialista em Arte-Educação (1996) pela Universidade Estadual de Montes Claros. Mestrado em Educação Musical (1999) pelo Conservatório Brasileiro de Música. Doutorado em Educação Musical (2006) pelo Institute of Education ? University of London. Foi professor visitante do Institute of Education-University College of London (2018-2019), onde realizou pesquisa de pós-doutoramento (2018). Atualmente é professor Associado da Universidade Federal de Uberlândia na área de Educação Musical. Foi coordenador do Programa de Pós-Graduação em Música desta mesma universidade (2019-2021). Coordena o Grupo de Pesquisa Formação e Atuação em Educação Musical e participa do Grupo de Pesquisa Música e Educação, da Universidade do Estado de Santa Catarina. Desenvolve pesquisas sobre a formação inicial e continuada do professor de música.",28-03-2022,Universidade Federal de Uberlândia,
4236379426483362,Sérgio de Figueiredo Rocha,Rocha,"ROCHA, Sérgio;ROCHA, SÉRGIO DE FIGUEIREDO;ROCHA, SERGIO",Belo Horizonte,MG,"Possui Graduação em Educação Física (1988), Medicina (1995) e Música (2002), todas concluídas na UFMG; Residência Médica em Psiquiatria pelo Hospital das Clínicas da UFMG (1999), Especialização em Música Brasileira pela UEMG (2001) e Especialização em Medicina do Esporte pela UVA (2011),  Mestrado em Música pela UFMG (2005) e Doutorado em Medicina/Psiquiatria pela USP (2012). No âmbito da música, desde 1990 tem atuado em variadas formações musicais, entre as quais se destacam a Orquestra Sinfônica de Minas Gerais, o Coral de Trombones da UFMG, o Grupo TROMBOMINAS e a Orquestra Filarmônica de Minas Gerais. Em 2005 publicou o livro: ?Memória: uma chave afetiva para a música?, cuja essência e interesse é a inter-relação entre neurociências, psicologia e música. Como docente, atuou na Universidade do Estado de Minas Gerais (UEMG), onde implantou os cursos de Bacharelado e Licenciatura em Trombone em 2006.  Nesse mesmo ano, através de concurso público, passou a atuar no curso de música da Universidade Federal de São João del Rei (UFSJ).  Nesta cidade, coordenou os Festivais Brasileiros de Trombonistas de 2008 e 2014, promovidos pela Associação Brasileira de Trombonistas (ABT). Nessa associação é membro e criador da Comissão Científica desde 2012 e, desde 2019, é editor chefe do &amp;quot;The Brazilian trombone Association Journal&amp;quot;. Em 2011 validou a K-MPAI, a primeira escala a ser utilizada na ansiedade de performance musical na língua portuguesa bem como realizou o primeiro estudo mundial na área de genética na performance musical.  No eixo da Extensão Universitária, coordena o Projeto Coral de Trombones desde 2006. Foi membro do Conselho Universitário (CONSU) da UFSJ (2017-2019) e no Departamento de Música (DMUSI/UFSJ) é membro da Comissão de Pesquisa e Pós-graduação desde 2012 e atua na linha de pesquisa &amp;quot;Dimensões e Práticas da Performance Musical&amp;quot; do Programa de Pós-Graduação em Música DMUSI/UFSJ.",29-06-2022,Universidade Federal de São João Del-Rei,https://orcid.org/0000-0002-5600-185X
4255986646659146,Rogerio Vasconcelos Barbosa,Barbosa,"BARBOSA, R. V.;VASCONCELOS BARBOSA, ROGÉRIO;BARBOSA, ROGÉRIO VASCONCELOS",Belo Horizonte,MS,"Doutor em Música/Composição pela Universidade Federal do Rio Grande do Sul (UFRGS 2008) e bacharel em Música/Composição pela Escola de Música UFMG (1990), onde é professor desde 1997, atuando principalmente nas áreas composição (música instrumental, meios eletroacústicos) e análise musical.",16-06-2022,Universidade Federal de Minas Gerais,
