INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade Federal de Minas Gerais,2017,07,07,07,Música - Musicoterapia,GRADUACAO,"['Estágio em Musicoterapia', 'Metodologia de Pesquisa e Ética em Musicoterapia', 'Métodos e Técnicas Musicoterapêuticos I', 'Musicoterapia nos Distúrbios do Desenvolvimento B', 'Tópicos em Musicoterapia: Canções e Repertórios']"
Universidade Federal de Minas Gerais,2017,12,12,12,Música - Musicoterapia,GRADUACAO,"['Estágio em Musicoterapia', 'Metodologia da Prática Clínica em Musicoterapia D', 'Metodologia de Pesquisa e Ética em Musicoterapia', 'Musicoterapia na Saúde Mental', 'Musicoterapia nos Distúrbios do Desenvolvimento A', 'Seminários de Música, Cognição e Musicoterapia', 'Trabalho de Conclusão de Curso em Musicoterapia']"
Universidade Federal de Minas Gerais,2018,07,07,07,Música - Musicoterapia,GRADUACAO,"['Estágio A', 'Fundamentos da Educação Musical Especial e Inclusiva', 'Metodologia da Prática Clínica em Musicoterapia C', 'Métodos e Técnicas Musicoterapêuticos I', 'Musicoterapia nos Distúrbios do Desenvolvimento B']"
Universidade Federal de Minas Gerais,2018,,ATUAL,ATUAL,Transtorno do Espectro do Autismo,ESPECIALIZACAO,"['Metodologia Científica', 'Oficina Corpo, Arte e Autismo']"
Universidade Federal de Minas Gerais,2018,12,12,12,Música - Musicoterapia,GRADUACAO,"['Estagio em Musicoterapia B', 'Metodologia da Prática Clínica em Musicoterapia D', 'Metodologia de Pesquisa e Ética em Musicoterapia', 'Musicoterapia na Saúde Mental', 'Musicoterapia nos Distúrbios do Desenvolvimento B', 'Trabalho de Conclusão de Curso em Musicoterapia']"
Universidade Federal de Minas Gerais,2018,07,07,07,Música,POS-GRADUACAO,['Estudos Orientados: Estudos e  p ráticas em educação musical inclusiva em espaços  não formais']
Universidade Federal de Minas Gerais,2019,07,07,07,Música - Musicoterapia,GRADUACAO,"['Estágio Supervisionado A', 'Metodologia da Prática Clínica C', 'Métodos e Técnicas Musicoterapêuticos I', 'Musicoterapia nos Distúrbios do Desenvolvimento B']"
Universidade Federal de Minas Gerais,2019,07,07,07,Música,POS-GRADUACAO,['Estudos Orientados: Avaliação Musicoterapêutica da Ansiedade utilizando parâmetros musicais']
Universidade Federal de Minas Gerais,2019,12,12,12,Música - Musicoterapia,GRADUACAO,"['Estágio em Musicoterapia B', 'Metodologia da Prática Clínica em Musicoterapia D', 'Musicoterapia nos Distúrbios do Desenvolvimento A']"
Universidade Federal de Minas Gerais,2020,11,11,11,Música - Musicoterapia,GRADUACAO,"['Estágio em Musicoterapia A', 'Metodologia da Prática Clínica em Musicoterapia C', 'Métodos e Técnicas em Musicoterapia I']"
Universidade Federal de Minas Gerais,2020,11,11,11,Música,POS-GRADUACAO,['Estudos Orientados - Estudos sobre Cognição Musical aplicados ao Treinamento Auditivo']
Universidade Federal de Minas Gerais,2020,03,03,03,Música - Musicoterapia,GRADUACAO,"['Musicoterapia nos Distúrbios do Desenvolvimento A', 'Metodologia de Pesquisa e Ética em Musicoterapia', 'Fundametnos da Educação Musical Especial e Inclusiva', 'Estágio Supervisionado B', 'Metodologia da Prática Clínica D']"
Universidade Federal de Minas Gerais,2021,,ATUAL,ATUAL,Música,POS-GRADUACAO,"['Tópicos em Música B: Música e Promoção de Saúde', 'Estudos Orientados: Estudos sobre Educação Musical e Desenvolvimento']"
Universidade Federal de Minas Gerais,2021,,ATUAL,ATUAL,Música - Musicoterapia,GRADUACAO,"['Métodos e Técnicas Musicoterapêuticos I', 'Estágio Supervisionado A', 'Metodologia da Prática Clínica C']"
