TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK,ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
5+7 [CD ROM],2004,Português,VAZIO,"['Patricia Dias FRANCA-HUCHET', 'Mário Azevedo', 'Andréa Lanna', 'Liliza Mendes', 'Eugenio Paccelli Horta']","['1', '2', '3', '4', '5']",['1'],9065267896846482,Patricia Dias FRANCA-HUCHET,FRANCA-HUCHET,"FRANCA-HUCHET, P. D.;FRANCA-HUCHET - UNIVERSIDADE FEDERAL DE MINAS GERAIS, PATRICIA DIAS;DIAS FRANCA-HUCHET, P.;FRANCA-HUCHET, P.;FRANCA, P.D.;FRANCA,P.;FRANCA-HUCHE Patrícia;FRANCA-HUCHET, Patricia Dias",Belo Horizonte,MG,"Professora Titular da Escola de Belas Artes da Universidade Federal de Minas Gerais. Doctorat e Master pela Université de Paris I Panthéon Sorbonne. Master 1 pela Université de Paris VIII. Pós-doutorado pela Université de Paris III, Institut de Recherche sur le Cinéma et l?Audiovisuel (IRCAV) e no Centre de Recherche en Esthétique du Cinéma et des Images (CRECI) 2009. Pós-doutorado pela EHESS: École des Hautes Études en Sciences Sociales/2019. Coordena o grupo de pesquisa BE-IT: Bureau de estudos sobre a imagem e o tempo.  É membro do corpo permanente do PPGArtes da EBA/UFMG [que ajudou a fundar] desde 1998. Foi professora (Recém doutora, CNPq) Universidade de São Paulo [ECA-CAP]. Tem publicações em livros e revistas especializadas no Brasil e em outros países. Foi professora convidada da Universitat Politècnica de Valencia durante Estágio Pós-doutoral em 2009. Pesquisou, expôs e publicou na Fondation Danäe/França. Tem experiência na área de Artes, atuando principalmente nos seguintes temas:   imagem, fotografia, literatura, instalação, pintura, desenho e edição. Foi residente no IEAT: Instituto de Estudos Avançados Transdisciplinares da UFMG (2013). Foi presidente do Comitê de Linguística Letras e Artes da UFMG (2016-2018). Sua pesquisa atual envolvendo fotografia e literatura foi mostrada e apresentada em vários países: França (Paris e Mulhouse), Espanha (Madrid e Lálin), Canadá (Montréal), Brasil (Brasília, Florianópolis, Porto Alegre, Rio de Janeiro e Belo Horizonte). Foi membro do IAWIS ? International Association of Words and Image Studies ? de 2010 a 2104. Sua tese de doutorado Assolement de la peinture; vers une pratique de l'installation ganhou uma distinção, na França, em 2019 e está entre as 50 melhores teses no certame &amp;quot;&amp;quot;Transfert de connaissances vers la pratique&amp;quot; ficando na 28° posição.",20-07-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-3534-161X
"O bufão e suas artes: artesania, disfunção e soberania",2017,Português,VAZIO,"['Maria Beatriz Braga Mendonça', 'José Tonezzi']","['1', '2']",['1'],9423809653679928,Maria Beatriz Braga Mendonça,Mendonça,"MENDONÇA, M. Beatriz;BRAGA, Bya;MENDONÇA, M. B. Braga;BRAGA - UNIVERSIDADE FEDERAL DE MINAS GERAIS, BYA;MENDONÇA, MARIA BEATRIZ BRAGA;Bya Braga (Maria Beatriz Braga Mendonça);BRAGA (MARIA BEATRIZ BRAGA MENDONÇA), BYA",Pedro Leopoldo,MG,"BYA BRAGA (nome artístico de Maria Beatriz Braga Mendonça). Atriz e Diretora Teatral. Professora Associada da UFMG. Pesquisadora do CNPq (Artes-Teatro). Professora no Curso de Graduação em Teatro e no Programa de Pós-Graduação em Artes da Escola de Belas Artes da UFMG, linha de pesquisa Artes da cena. Pós-doutora em Estudos da performance pelo Performance Studies Department, New York University (2018). Doutora em Artes Cênicas pela UNIRIO-RJ com estágio doutoral junto à Universidad Castilla-La Mancha, com supervisão do Prof. Dr. José A. Sánchez, e ao Instituto de Teatro-Barcelona/ES, com prática como pesquisa na Escola MOVEO-Centro de teatro físico e Mímica Corporal/Barcelona/ES. Líder do Grupo de pesquisa LAPA-Laboratório de Pesquisa em Atuação/UFMG/CNPq. Diretora da Escola de Belas Artes da UFMG (2013-2017). Integrou comissões de criação da Graduação em Artes Cênicas da UFMG (1995-1998). Integrou comitê científico e editorial da ABRACE-Associação Brasileira de Pesquisa e Pós-Graduação em Artes Cênicas, participando de sua diretoria (gestão 2013-2014) e coordenando o GT Territórios e Fronteiras (2008-2012). Autora e organizadora de publicações na área, entre elas os livros: &amp;quot;Étienne Decroux e a artesania de ator. Caminhadas para a soberania&amp;quot; (Ed. UFMG, 2013), &amp;quot;Bufão e suas artes: artesania, disfunção e soberania&amp;quot; (Paco editorial, 2017) e &amp;quot;Múltiplos olhares sobre processos descoloniais nas Artes Cênicas&amp;quot; (Paco editorial, 2018). Membro de conselho editorial na área. Criadora de atividades artísticas performativas. Atuou em &amp;quot;It takes two to tangle&amp;quot;, peça com bases no teatro físico e que foi apresentada no Dixon Place, em Nova York, 2018.  Foto: Alexandre Brum Correa.",02-05-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-4420-6786
Anais do Iº simpósio Brasileiro de Computação e Música,1994,Português,VAZIO,['Mauricio Alves Loureiro'],['1'],['1'],9480268986413015,Mauricio Alves Loureiro,Loureiro,"LOUREIRO, Mauricio Alves;LOUREIRO, MAURÍCIO ALVES;LOUREIRO, MAURICIO A.;Loureiro, Maurício;LOUREIRO, MAURÃCIO;LOUREIRO, MAURÃ­CIO",Belo Horizonte,MG,"Possui graduação em Engenharia Aeronáutica pelo ITA - Instituto Tecnológico de Aeronáutica (1976), graduação em Música, habilitação Clarineta pela Staatliche Hochschule für Musik Freiburg / Albert-Ludwigs Universität Freiburg, Alemanha (1983), Mestrado em Música pela University of Iowa, EUA (1989) e Doutorado em Música pela University of Iowa (1991). Foi Professor do Instituto de Artes do Planalto da UNESP - Universidade Estadual Paulista (1984-1992) e Assistente de Primeira Clarineta da OSESP - Orquestra Sinfônica do Estado de São Paulo. Atualmente é Pesquisador nível 1B do CNPq - Conselho Nacional de Desenvolvimento Científico e Tecnológico, Professor titular da Escola de Música da Universidade Federal de Minas Gerais e Diretor do IEAT - Instituo de Estudos Avançados Transdisciplinares da UFMG. Tem experiência na área de Música, com ênfase em Sonologia, atuando principalmente nos seguintes temas: performance musical, clarineta, acústica musical e análise empírica da performance musical.",14-06-2022,Universidade Federal de Minas Gerais,
Planejamento de Mobiliário,2008,Português,VAZIO,"['Alessandra Rosado', 'Yacy-Ara Froner']","['1', '2']",['1'],9978680564909091,Alessandra Rosado,Rosado,"ROSADO, A.;ROSADO, Alessandrea;Rosado, Alessandra;ROSADO,Alessandra",Caratinga,MG,"Professora do Departamento de Artes Plásticas da Escola de Belas Artes da UFMG. Doutora e Mestre em Artes pela Universidade Federal de Minas Gerais, Especialista em Conservação e Restauração de Bens Culturais Móveis pelo Centro de Conservação e Restauração de Bens Culturais Móveis (CECOR/EBA/UFMG), Especialista em Pintura com Técnica Antiga (fundo ouro) realizada no Palazzo Spinelli (Istituto per l'Arte e il Restauro em Florença - Itália e Graduada em História pela Universidade Federal de Minas Gerais  (UFMG). Possui experiência na área de Artes e Ciência da Conservação, com ênfase em Conservação Preventiva, Restauração, Análise de Materiais e Técnicas Artísticas, atuando principalmente nos seguintes temas: História da Arte técnica, Imaginária colonial mineira em cedro, Arte Concreta e Neoconcreta Brasileira. É vice diretora do Centro de Conservação-Restauração de Bens Culturais CECOR,  coordenadora do Laboratório de Conservação-Restauração de Escultura (LABORE/EBA/UFMG) e pesquisadora/coordenadora associada do Laboratório de Ciência da Conservação (LACICOR/CECOR/EBA/UFMG) e co-coordenadora dos projetos de pesquisa em colaboração com a Getty Foundation e Getty Conservation Institute. É filiada à Associação Nacional de Pesquisa em Tecnologia e Ciência do Patrimônio (ANTECIPA).",19-05-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-6968-8283
"Manuseio, embalagem e transporte de acervos",2008,Português,VAZIO,['Alessandra Rosado'],['1'],['1'],9978680564909091,Alessandra Rosado,Rosado,"ROSADO, A.;ROSADO, Alessandrea;Rosado, Alessandra;ROSADO,Alessandra",Caratinga,MG,"Professora do Departamento de Artes Plásticas da Escola de Belas Artes da UFMG. Doutora e Mestre em Artes pela Universidade Federal de Minas Gerais, Especialista em Conservação e Restauração de Bens Culturais Móveis pelo Centro de Conservação e Restauração de Bens Culturais Móveis (CECOR/EBA/UFMG), Especialista em Pintura com Técnica Antiga (fundo ouro) realizada no Palazzo Spinelli (Istituto per l'Arte e il Restauro em Florença - Itália e Graduada em História pela Universidade Federal de Minas Gerais  (UFMG). Possui experiência na área de Artes e Ciência da Conservação, com ênfase em Conservação Preventiva, Restauração, Análise de Materiais e Técnicas Artísticas, atuando principalmente nos seguintes temas: História da Arte técnica, Imaginária colonial mineira em cedro, Arte Concreta e Neoconcreta Brasileira. É vice diretora do Centro de Conservação-Restauração de Bens Culturais CECOR,  coordenadora do Laboratório de Conservação-Restauração de Escultura (LABORE/EBA/UFMG) e pesquisadora/coordenadora associada do Laboratório de Ciência da Conservação (LACICOR/CECOR/EBA/UFMG) e co-coordenadora dos projetos de pesquisa em colaboração com a Getty Foundation e Getty Conservation Institute. É filiada à Associação Nacional de Pesquisa em Tecnologia e Ciência do Patrimônio (ANTECIPA).",19-05-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-6968-8283
Princípios históricos e filosóficos da conservação preventiva,2008,Português,VAZIO,"['Alessandra Rosado', 'Yacy-Ara Froner']","['1', '2']",['1'],9978680564909091,Alessandra Rosado,Rosado,"ROSADO, A.;ROSADO, Alessandrea;Rosado, Alessandra;ROSADO,Alessandra",Caratinga,MG,"Professora do Departamento de Artes Plásticas da Escola de Belas Artes da UFMG. Doutora e Mestre em Artes pela Universidade Federal de Minas Gerais, Especialista em Conservação e Restauração de Bens Culturais Móveis pelo Centro de Conservação e Restauração de Bens Culturais Móveis (CECOR/EBA/UFMG), Especialista em Pintura com Técnica Antiga (fundo ouro) realizada no Palazzo Spinelli (Istituto per l'Arte e il Restauro em Florença - Itália e Graduada em História pela Universidade Federal de Minas Gerais  (UFMG). Possui experiência na área de Artes e Ciência da Conservação, com ênfase em Conservação Preventiva, Restauração, Análise de Materiais e Técnicas Artísticas, atuando principalmente nos seguintes temas: História da Arte técnica, Imaginária colonial mineira em cedro, Arte Concreta e Neoconcreta Brasileira. É vice diretora do Centro de Conservação-Restauração de Bens Culturais CECOR,  coordenadora do Laboratório de Conservação-Restauração de Escultura (LABORE/EBA/UFMG) e pesquisadora/coordenadora associada do Laboratório de Ciência da Conservação (LACICOR/CECOR/EBA/UFMG) e co-coordenadora dos projetos de pesquisa em colaboração com a Getty Foundation e Getty Conservation Institute. É filiada à Associação Nacional de Pesquisa em Tecnologia e Ciência do Patrimônio (ANTECIPA).",19-05-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-6968-8283
AS VOZES DE HELENA ANTIPOFF E AUGUSTO RODRIGUES NO ENSINO DE ARTE EM MINAS  GERAIS  (no prelo),2017,Português,VAZIO,['Marilene Oliveira Almeida'],['1'],['1'],9929558773100773,Marilene Oliveira Almeida,Almeida,"ALMEIDA, Marilene Oliveira;Almeida, Marilene Oliveira",Divinópolis,MG,"Licenciada em Normal Superior pelo Instituto Superior de Educação - ISEAT, Fundação Helena Antipoff e em Artes Plásticas pela Escola Guignard, Universidade do Estado de Minas Gerais - UEMG. Especialista em Arte, Educação e Tecnologias Contemporâneas, Universidade de Brasília - UnB. Mestre e doutora em Educação pelo Programa de Pós-Graduação em Educação: Conhecimento e Inclusão Social, da Universidade Federal de Minas Gerais - UFMG, Linha de Pesquisa Psicologia, Psicanálise e Educação, com estágio doutoral na Université de Genève, Suíça. Atua como professora pesquisadora no Museu Helena Antipoff, seção Ibirité do Centro de Pesquisa e Documentação Helena Antipoff  CDPHA desde 2011. Professora da Escola Guignard/UEMG e do Programa de Pós-graduação de Artes - PPG Artes/UEMG. Participa dos Grupos de Pesquisa Mediação em Arte e Cultura: Teorias e Práticas - UEMG, História da Psicologia e Contexto Sociocultural - UFMG e Caligrafias e Escrituras: Diálogo e intertexto no processo escritural na arte contemporânea -UFMG. Interesses de pesquisas em Ciências da Educação com ênfase no período da Escola Nova em diálogo com a contemporaneidade e com  o conceito de Educação Estética e suas possíveis interlocuções com a educação em arte no Brasil.",04-07-2022,Escola Guignard,
Recursos Poéticos - ausências - imagens para presentificar a presença,2022,Português,VAZIO,"['Marilene Oliveira Almeida', 'Nairza Santana de Almeida Silva', 'Josué Sales Barbosa', 'Claudio Salvio Bargas', 'Celso Azevedo Lembi de Carvalho', 'Natalia Reis Lino', 'Ariane de Souza Piranguense Sabino', 'Lourdes Isabel Miranda', 'Gelka Arruda de Barros', 'Cristiane Maria Zago', 'Rita de Cássia Vieira', 'Rafael Coimbra Peixoto', 'Janaína Lages Silva', 'Jo Gama de Oliveira', 'Maria Eduarda Gonçalves']","['1', '10', '11', '12', '13', '14', '15', '2', '3', '4', '5', '6', '7', '8', '9']",['1'],9929558773100773,Marilene Oliveira Almeida,Almeida,"ALMEIDA, Marilene Oliveira;Almeida, Marilene Oliveira",Divinópolis,MG,"Licenciada em Normal Superior pelo Instituto Superior de Educação - ISEAT, Fundação Helena Antipoff e em Artes Plásticas pela Escola Guignard, Universidade do Estado de Minas Gerais - UEMG. Especialista em Arte, Educação e Tecnologias Contemporâneas, Universidade de Brasília - UnB. Mestre e doutora em Educação pelo Programa de Pós-Graduação em Educação: Conhecimento e Inclusão Social, da Universidade Federal de Minas Gerais - UFMG, Linha de Pesquisa Psicologia, Psicanálise e Educação, com estágio doutoral na Université de Genève, Suíça. Atua como professora pesquisadora no Museu Helena Antipoff, seção Ibirité do Centro de Pesquisa e Documentação Helena Antipoff  CDPHA desde 2011. Professora da Escola Guignard/UEMG e do Programa de Pós-graduação de Artes - PPG Artes/UEMG. Participa dos Grupos de Pesquisa Mediação em Arte e Cultura: Teorias e Práticas - UEMG, História da Psicologia e Contexto Sociocultural - UFMG e Caligrafias e Escrituras: Diálogo e intertexto no processo escritural na arte contemporânea -UFMG. Interesses de pesquisas em Ciências da Educação com ênfase no período da Escola Nova em diálogo com a contemporaneidade e com  o conceito de Educação Estética e suas possíveis interlocuções com a educação em arte no Brasil.",04-07-2022,Escola Guignard,
Temas emergentes em Ginastica para Todos,2016,Português,VAZIO,"['Rita de Cassia Fernandes Miranda', 'Monica Caldas Ehrenberg', 'Sandra Aparecida Bratifische']","['1', '2', '3']",['1'],9810213448227768,Rita de Cassia Fernandes Miranda,Miranda,"MIRANDA, RITA DE CASSIA FERNANDES;MIRANDA, RITA DE CÁSSIA FERNANDES;FERNANDES, RITA DE CASSIA",Americana,SP,"Doutorado em Educação (Faculdade de Educação/ UNICAMP, 2015). Mestrado em Educação Física (Faculdade de Educação Física/ UNICAMP, 2004). Licenciatura em Educação Física (FEF/ UNICAMP, 2001). Atuou como professora na rede municipal de ensino de Sorocaba S/P. Tem experiência na área de formação de professores dos cursos de Educação Física e Pedagogia. Atua com as disciplinas de Educação Física escolar, Estágio Supervisionado, Dança, Ginástica e Circo. Atuou como docente da ESAMC - Sorocaba/ SP, do Centro Universitário Nossa Senhora do Patrocínio de Itu/SP, da Escola Superior de Educação Física de Jundiaí e da Universidade Federal de Juiz de Fora (Campus Avançado de Governador Valadares). Atualmente, é docente da Universidade Federal de Uberlândia. Coordena o Núcleo de Pesquisas em Ginástica e Circo (NUPEGIC) da FAEFI/UFU. Membro do Grupo de Estudos e Pesquisas em Circo (CIRCUS) da FEF/UNICAMP, do Grupo de Estudos e Pesquisas em Gesto, Expressão e Educação (Faculdade de Educação - USP) e do Laboratório de Estudos sobre Escola, Currículo e Educação Física. É Professora do Programa de Pós-Graduação em Artes Cênicas (PPGAC) do Instituto de Artes/UFU e do Programa de Pós-Graduação - Mestrado Profissional em Artes (Prof Artes) do Instituto de Artes/UFU.",14-02-2022,Universidade Federal de Uberlândia,
Canções de Arthur Bosmans para canto e piano,2016,Português,VAZIO,"['Mauro Camilo de Chantal Santos', 'Lígia Ishitani', 'Luciana Monteiro de Castro']","['1', '2', '3']",['1'],9763155547633602,Mauro Camilo de Chantal Santos,Santos,"SANTOS, Mauro Camilo de Chantal;SANTOS, MAURO CAMILO DE CHANTAL",Belo Horizonte,MG,"Possui graduação em Piano pela Universidade Federal de Minas Gerais (1995), graduação em Canto pela Universidade Federal de Minas Gerais (2001) e mestrado em Música pela Universidade Federal de Minas Gerais (2001). Sob orientação da Professora Dra. Adriana Giarola Kayama, concluiu o curso de doutorado pela UNICAMP, tendo pesquisado vida e obra de Arthur Iberê de Lemos, mais especificamente a ópera A CEIA DOS CARDEAIS. Atualmente é professor adjunto na Escola de Música da Universidade Federal de Minas Gerais - UFMG.",24-07-2022,Universidade Federal de Minas Gerais,
DIÁLOGOS MUSICAIS NA PÓS GRADUAÇÃO PRÁTICAS DE PERFORMANCE Nº6,2021,Português,VAZIO,"['Mauro Camilo de Chantal Santos', 'Anelise Claussen']","['1', '2']",['1'],9763155547633602,Mauro Camilo de Chantal Santos,Santos,"SANTOS, Mauro Camilo de Chantal;SANTOS, MAURO CAMILO DE CHANTAL",Belo Horizonte,MG,"Possui graduação em Piano pela Universidade Federal de Minas Gerais (1995), graduação em Canto pela Universidade Federal de Minas Gerais (2001) e mestrado em Música pela Universidade Federal de Minas Gerais (2001). Sob orientação da Professora Dra. Adriana Giarola Kayama, concluiu o curso de doutorado pela UNICAMP, tendo pesquisado vida e obra de Arthur Iberê de Lemos, mais especificamente a ópera A CEIA DOS CARDEAIS. Atualmente é professor adjunto na Escola de Música da Universidade Federal de Minas Gerais - UFMG.",24-07-2022,Universidade Federal de Minas Gerais,
Cadernos Musicais Brasileiros vol. 9 - Canções de Carmen Vasconcellos para canto e piano,2020,Português,VAZIO,"['Mauro Camilo de Chantal Santos', 'Luciana Monteiro de Castro']","['1', '2']",['1'],9763155547633602,Mauro Camilo de Chantal Santos,Santos,"SANTOS, Mauro Camilo de Chantal;SANTOS, MAURO CAMILO DE CHANTAL",Belo Horizonte,MG,"Possui graduação em Piano pela Universidade Federal de Minas Gerais (1995), graduação em Canto pela Universidade Federal de Minas Gerais (2001) e mestrado em Música pela Universidade Federal de Minas Gerais (2001). Sob orientação da Professora Dra. Adriana Giarola Kayama, concluiu o curso de doutorado pela UNICAMP, tendo pesquisado vida e obra de Arthur Iberê de Lemos, mais especificamente a ópera A CEIA DOS CARDEAIS. Atualmente é professor adjunto na Escola de Música da Universidade Federal de Minas Gerais - UFMG.",24-07-2022,Universidade Federal de Minas Gerais,
DIÁLOGOS MUSICAIS NA PÓS GRADUAÇÃO PRÁTICAS DE PERFORMANCE Nº5,2020,Português,VAZIO,"['Mauro Camilo de Chantal Santos', 'Raquel Brecht', 'César Augusto', 'Melina Peixoto']","['1', '2', '3', '4']",['1'],9763155547633602,Mauro Camilo de Chantal Santos,Santos,"SANTOS, Mauro Camilo de Chantal;SANTOS, MAURO CAMILO DE CHANTAL",Belo Horizonte,MG,"Possui graduação em Piano pela Universidade Federal de Minas Gerais (1995), graduação em Canto pela Universidade Federal de Minas Gerais (2001) e mestrado em Música pela Universidade Federal de Minas Gerais (2001). Sob orientação da Professora Dra. Adriana Giarola Kayama, concluiu o curso de doutorado pela UNICAMP, tendo pesquisado vida e obra de Arthur Iberê de Lemos, mais especificamente a ópera A CEIA DOS CARDEAIS. Atualmente é professor adjunto na Escola de Música da Universidade Federal de Minas Gerais - UFMG.",24-07-2022,Universidade Federal de Minas Gerais,
Diálogos Musicais na Pós-Graduação: Práticas de Performance N.4,2019,Português,VAZIO,"['Mauro Camilo de Chantal Santos', 'Fausto Borém', 'Luciana Monteiro de Castro', 'Luka Milanovic', 'André Barbosa', 'Paulo Eduardo Souza de Almeida', 'PENHA VASCONCELOS']","['1', '2', '3', '4', '5', '6', '7']",['1'],9763155547633602,Mauro Camilo de Chantal Santos,Santos,"SANTOS, Mauro Camilo de Chantal;SANTOS, MAURO CAMILO DE CHANTAL",Belo Horizonte,MG,"Possui graduação em Piano pela Universidade Federal de Minas Gerais (1995), graduação em Canto pela Universidade Federal de Minas Gerais (2001) e mestrado em Música pela Universidade Federal de Minas Gerais (2001). Sob orientação da Professora Dra. Adriana Giarola Kayama, concluiu o curso de doutorado pela UNICAMP, tendo pesquisado vida e obra de Arthur Iberê de Lemos, mais especificamente a ópera A CEIA DOS CARDEAIS. Atualmente é professor adjunto na Escola de Música da Universidade Federal de Minas Gerais - UFMG.",24-07-2022,Universidade Federal de Minas Gerais,
Diálogos Musicais na Pós-Graduação - Práticas de Performance N.3,2018,Português,VAZIO,"['Mauro Camilo de Chantal Santos', 'URBANO PERES DE LIMA']","['1', '2']",['1'],9763155547633602,Mauro Camilo de Chantal Santos,Santos,"SANTOS, Mauro Camilo de Chantal;SANTOS, MAURO CAMILO DE CHANTAL",Belo Horizonte,MG,"Possui graduação em Piano pela Universidade Federal de Minas Gerais (1995), graduação em Canto pela Universidade Federal de Minas Gerais (2001) e mestrado em Música pela Universidade Federal de Minas Gerais (2001). Sob orientação da Professora Dra. Adriana Giarola Kayama, concluiu o curso de doutorado pela UNICAMP, tendo pesquisado vida e obra de Arthur Iberê de Lemos, mais especificamente a ópera A CEIA DOS CARDEAIS. Atualmente é professor adjunto na Escola de Música da Universidade Federal de Minas Gerais - UFMG.",24-07-2022,Universidade Federal de Minas Gerais,
Diálogos Musicais na Pós-Graduação - Práticas de Performance N.2,2017,Português,VAZIO,"['Mauro Camilo de Chantal Santos', 'fabio nery de souza', 'Luciana Monteiro de Castro', 'Flávio  Barbeitas']","['1', '2', '3', '4']",['1'],9763155547633602,Mauro Camilo de Chantal Santos,Santos,"SANTOS, Mauro Camilo de Chantal;SANTOS, MAURO CAMILO DE CHANTAL",Belo Horizonte,MG,"Possui graduação em Piano pela Universidade Federal de Minas Gerais (1995), graduação em Canto pela Universidade Federal de Minas Gerais (2001) e mestrado em Música pela Universidade Federal de Minas Gerais (2001). Sob orientação da Professora Dra. Adriana Giarola Kayama, concluiu o curso de doutorado pela UNICAMP, tendo pesquisado vida e obra de Arthur Iberê de Lemos, mais especificamente a ópera A CEIA DOS CARDEAIS. Atualmente é professor adjunto na Escola de Música da Universidade Federal de Minas Gerais - UFMG.",24-07-2022,Universidade Federal de Minas Gerais,
PIBID Faz Teatro: o ensino de teatro na Educação Infantil e no Ensino Fundamental,2013,Português,VAZIO,['Ricardo Carvalho de Figueiredo'],['1'],['1'],9728770669406605,Ricardo Carvalho de Figueiredo,Figueiredo,"FIGUEIREDO, Ricardo Carvalho de;FIGUEIREDO, RICARDO;CARVALHO DE FIGUEIREDO, RICARDO",João Monlevade,MG,"Professor Adjunto da Universidade Federal de Minas Gerais (curso de Graduação em Teatro e Pós-Graduação em Artes/UFMG). É licenciado em Artes Cênicas pela Universidade Federal de Ouro Preto, Especialista em Arte-Educação (2006) pela PUC-Minas, Mestre (2007) e Doutor (2014) em Artes pela Universidade Federal de Minas Gerais. Trabalha na formação de professores de Teatro para a educação básica, atuando principalmente nos seguintes temas: formação de professores de teatro, aprendizagem no campo das artes cênicas, formação de espectadores, capacitação docente. Foi coordenador de curso (Graduação em Teatro da Escola de Belas Artes da UFMG 2020-2022). Foi editor-chefe da Revista PÓS - Programa de Pós-Graduação em Artes da Escola de Belas Artes da UFMG (2019-2021) e coordenador do Programa Residência Pedagógica Artes/UFMG (2020-2022). É presidente do Comitê Assessor da área de Linguística, Letras e Artes (Pró-Reitora de Pesquisa da UFMG). É lider do grupo de pesquisa: Laboratório de Aprendizagem Cênica (LACE) - CNPq. É coordenador do projeto de Extensão TEATRE: processos formativos em Artes Cênicas.",20-07-2022,Universidade Federal de Minas Gerais,
"Formação, experiência e criação : curso educação infantil, infâncias e arte",2014,Português,VAZIO,"['Ricardo Carvalho de Figueiredo', 'Ana Cristina Carvalho Pereira']","['1', '2']",['1'],9728770669406605,Ricardo Carvalho de Figueiredo,Figueiredo,"FIGUEIREDO, Ricardo Carvalho de;FIGUEIREDO, RICARDO;CARVALHO DE FIGUEIREDO, RICARDO",João Monlevade,MG,"Professor Adjunto da Universidade Federal de Minas Gerais (curso de Graduação em Teatro e Pós-Graduação em Artes/UFMG). É licenciado em Artes Cênicas pela Universidade Federal de Ouro Preto, Especialista em Arte-Educação (2006) pela PUC-Minas, Mestre (2007) e Doutor (2014) em Artes pela Universidade Federal de Minas Gerais. Trabalha na formação de professores de Teatro para a educação básica, atuando principalmente nos seguintes temas: formação de professores de teatro, aprendizagem no campo das artes cênicas, formação de espectadores, capacitação docente. Foi coordenador de curso (Graduação em Teatro da Escola de Belas Artes da UFMG 2020-2022). Foi editor-chefe da Revista PÓS - Programa de Pós-Graduação em Artes da Escola de Belas Artes da UFMG (2019-2021) e coordenador do Programa Residência Pedagógica Artes/UFMG (2020-2022). É presidente do Comitê Assessor da área de Linguística, Letras e Artes (Pró-Reitora de Pesquisa da UFMG). É lider do grupo de pesquisa: Laboratório de Aprendizagem Cênica (LACE) - CNPq. É coordenador do projeto de Extensão TEATRE: processos formativos em Artes Cênicas.",20-07-2022,Universidade Federal de Minas Gerais,
Do conservatório à escola: 80 anos de criação musical em Belo Horizonte,2006,Português,VAZIO,"['Sergio Freire Garcia', 'Alice Belém', 'Rodrigo Miranda']","['1', '2', '3']",['1'],9719486329750422,Sergio Freire Garcia,Garcia,"FREIRE, Sérgio;FREIRE, SÉRGIO",Belo Horizonte,MG,"Sérgio Freire é professor associado da Escola de Música da Universidade Federal de Minas Gerais, atuando nas áreas de composição, orquestração e sonologia. Desde 1998 coordena o Laboratório de Performance com Sistemas Interativos (LaPIS). É graduado em composição pela UFMG (1990), mestre em sonologia pelo Instituto de Sonologia, Haia, Holanda (1993). Possui doutorado em comunicação e semiótica pela PUC-SP (2004). Realizou estágio sandwich no Estúdio Eletrônico da Musik Akademie da Basileia, Suiça. Foi coordenador do Programa de Pós-Graduação em Música da UFMG entre 2009 e 2015. Seus principais interesses acadêmicos e artísticos estão voltados para as diferentes formas de interação entre a prática musical acústica e os novos meios tecnológicos. Suas peças musicais tem sido tocadas e premiadas no Brasil e no exterior, e seus artigos científicos são apresentados regularmente em congressos importantes dedicados à música e tecnologia.",15-06-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-5072-3114
"Vexame: ode à maior música do mundo, escrita por Erik Satie: o maior músico do mundo",2021,Português,VAZIO,"['Mara Lucia Leal', 'Marcelo Camargo', 'Alessandro Terras Altas', 'Mariana Mendes']","['1', '2', '3', '4']",['1'],9710632359254853,Mara Lucia Leal,Leal,"LEAL, M. L.;LEAL, MARA LUCIA;LEAL, MARA;LEAL, M.",São Paulo,SP,"Mara Leal é atriz-performer-pesquisadora. Docente do Curso de Teatro, do Programa de Pós-Graduação em Artes Cênicas (PPGAC) da UFU e do Mestrado Profissional em Artes (PROF-ARTES). Desenvolve pesquisa sobre Cena Contemporânea e Performance na interface entre criação e práticas artístico-pedagógicas. Pesquisadora dos grupos GEAC (CNPq) e PEDAGOGIA DA PERFORMANCE: visualidades da cena e tecnologias críticas do corpo (CNPq); integrante da equipe editorial da Revista Ouvirouver. Organizou os InterFaces e os dossiês sobre Desmontagem (2013/14) e Performance e Pedagogia (2016/17), publicados na Revista Rascunhos e a Mostra Trans[ações]. É autora do livro Performance e(m) Memória (EDUFU, 2014) e de artigos de divulgação de suas pesquisas. Em 2017 realizou a pesquisa de pós-doutorado Performance e pedagogias: poéticas e políticas do corpo entre México (Universidad Autónoma Metropolitana - Cuajimalpa-México-DF) e Espanha (Universidad Castilla-La Mancha - Cuenca). Desde 2013 apresenta a desmontagem Memória em processos. Em 2018, organiza em colaboração com Ileana Diéguez o livro Desmontagens: processos de pesquisa e criação nas artes da cena (7Letras).",01-06-2022,Universidade Federal de Uberlândia,https://orcid.org/0000-0003-0381-2488
