INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade Federal dos Vales do Jequitinhonha e Mucuri - Campus JK,2011,,ATUAL,ATUAL,Ciências Econômicas,GRADUACAO,['HISTÓRIA ECONÔMICA E GERAL DA ÁFRICA']
Universidade Federal dos Vales do Jequitinhonha e Mucuri - Campus JK,2011,,ATUAL,ATUAL,Ciências Econômicas,GRADUACAO,['TRABALHO DE CONCLUSÃO DE CURSO - TCC II']
Universidade Federal de Uberlândia,2015,12,12,12,Matemática - Licenciatura Ou Bacharelado,GRADUACAO,['Política e Gestão da Educação e Projeto Integrado de Práticas Pedagógicas - PIPE']
Universidade Federal de Uberlândia,2015,12,12,12,Enfermagem - Licenciatura Ou Bacharelado,GRADUACAO,['Política e Gestão da Educação']
Universidade Federal de Uberlândia,2015,12,12,12,Letras,GRADUACAO,['Política e Gestão da Educação']
Universidade Federal de Uberlândia,2016,07,07,07,Ciências Biológicas - Licenciatura,GRADUACAO,['Política e Organização da Educação']
Universidade Federal de Uberlândia,2016,07,07,07,Música,GRADUACAO,['Política e Gestão da Educação']
Universidade Federal de Uberlândia,2016,03,03,03,Pedagogia,GRADUACAO,['Racismo e Educação: desafios para a formação docente']
Universidade Federal de Uberlândia,2016,03,03,03,Abi - Música,GRADUACAO,['Política e Gestão da Educação - PGE']
Universidade Federal de Uberlândia,2016,03,03,03,Ciências Biológicas - Licenciatura Ou Bacharelado,GRADUACAO,['Política e Gestão da Educação - PGE']
Universidade Federal de Uberlândia,2017,,ATUAL,ATUAL,Artes,POS-GRADUACAO,['Professor Colaborador no Programa de Mestrado Profissional em Artes - PROFARTES']
Universidade Federal de Uberlândia,2017,08,08,08,Pedagogia,GRADUACAO,['Racismo e Educação: desafios para a formação docente']
Universidade Federal de Uberlândia,2017,08,08,08,História - Licenciatura Ou Bacharelado,GRADUACAO,['Política e Gestão da Educação - PGE (Noturno)']
Universidade Federal de Uberlândia,2017,,ATUAL,ATUAL,Pedagogia,GRADUACAO,['Curriculos e Culturas Escolares']
Universidade Federal de Uberlândia,2017,,ATUAL,ATUAL,MESTRADO PROFISSIONAL EM ARTES - PROF-ARTES,POS-GRADUACAO,['Educação para as Relações Etnico-raciais']
Universidade Federal de Uberlândia,2017,08,08,08,História,GRADUACAO,['Política e Gestão da Educação - PGE (Mautino)']
